Step 0/1500000 | t=0.00e+00 | T=7405.0 | a=1.000000 | H=2.41e-05 | 4.4 steps/s | 224.76 ms/step | ETA: 5619.0 min

*** phi threshold exceeded: max|phi|=263782.3 > 50000.0
*** Switching to dense snapshots: every 5 steps

Step 2480/1500000 | t=1.24e+00 | T=7404.8 | a=1.000030 | H=2.41e-05 | 4.5 steps/s | 220.21 ms/step | ETA: 5496.1 min
Step 2485/1500000 | t=1.24e+00 | T=7404.8 | a=1.000030 | H=2.41e-05 | 4.5 steps/s | 220.23 ms/step | ETA: 5496.6 min
Step 2490/1500000 | t=1.25e+00 | T=7404.8 | a=1.000030 | H=2.41e-05 | 4.5 steps/s | 220.22 ms/step | ETA: 5496.3 min
Step 2495/1500000 | t=1.25e+00 | T=7404.8 | a=1.000030 | H=2.41e-05 | 4.5 steps/s | 220.18 ms/step | ETA: 5495.4 min
Step 2500/1500000 | t=1.25e+00 | T=7404.8 | a=1.000030 | H=2.41e-05 | 4.5 steps/s | 220.16 ms/step | ETA: 5494.7 min
Step 2505/1500000 | t=1.25e+00 | T=7404.8 | a=1.000030 | H=2.41e-05 | 4.5 steps/s | 220.25 ms/step | ETA: 5497.0 min
Step 2510/1500000 | t=1.25e+00 | T=7404.8 | a=1.000030 | H=2.41e-05 | 4.5 steps/s | 220.22 ms/step | ETA: 5496.3 min
Step 2515/1500000 | t=1.26e+00 | T=7404.8 | a=1.000030 | H=2.41e-05 | 4.5 steps/s | 220.20 ms/step | ETA: 5495.8 min
Step 2520/1500000 | t=1.26e+00 | T=7404.8 | a=1.000030 | H=2.41e-05 | 4.5 steps/s | 220.18 ms/step | ETA: 5495.2 min
Step 2525/1500000 | t=1.26e+00 | T=7404.8 | a=1.000030 | H=2.41e-05 | 4.5 steps/s | 220.17 ms/step | ETA: 5494.9 min
Step 2530/1500000 | t=1.26e+00 | T=7404.8 | a=1.000030 | H=2.41e-05 | 4.5 steps/s | 220.14 ms/step | ETA: 5494.3 min
Step 2535/1500000 | t=1.27e+00 | T=7404.8 | a=1.000031 | H=2.41e-05 | 4.5 steps/s | 220.13 ms/step | ETA: 5493.8 min
Step 2540/1500000 | t=1.27e+00 | T=7404.8 | a=1.000031 | H=2.41e-05 | 4.5 steps/s | 220.11 ms/step | ETA: 5493.5 min
Step 2545/1500000 | t=1.27e+00 | T=7404.8 | a=1.000031 | H=2.41e-05 | 4.5 steps/s | 220.09 ms/step | ETA: 5492.8 min
Step 2550/1500000 | t=1.27e+00 | T=7404.8 | a=1.000031 | H=2.41e-05 | 4.5 steps/s | 220.07 ms/step | ETA: 5492.4 min
Step 2555/1500000 | t=1.28e+00 | T=7404.8 | a=1.000031 | H=2.41e-05 | 4.5 steps/s | 220.17 ms/step | ETA: 5494.8 min
Step 2560/1500000 | t=1.28e+00 | T=7404.8 | a=1.000031 | H=2.41e-05 | 4.5 steps/s | 220.17 ms/step | ETA: 5494.8 min
Step 2565/1500000 | t=1.28e+00 | T=7404.8 | a=1.000031 | H=2.41e-05 | 4.5 steps/s | 220.15 ms/step | ETA: 5494.4 min
Step 2570/1500000 | t=1.28e+00 | T=7404.8 | a=1.000031 | H=2.41e-05 | 4.5 steps/s | 220.13 ms/step | ETA: 5493.9 min
Step 2575/1500000 | t=1.29e+00 | T=7404.8 | a=1.000031 | H=2.41e-05 | 4.5 steps/s | 220.11 ms/step | ETA: 5493.2 min
Step 2580/1500000 | t=1.29e+00 | T=7404.8 | a=1.000031 | H=2.41e-05 | 4.5 steps/s | 220.13 ms/step | ETA: 5493.7 min
Step 2585/1500000 | t=1.29e+00 | T=7404.8 | a=1.000031 | H=2.41e-05 | 4.5 steps/s | 220.10 ms/step | ETA: 5493.0 min
Step 2590/1500000 | t=1.29e+00 | T=7404.8 | a=1.000031 | H=2.41e-05 | 4.5 steps/s | 220.08 ms/step | ETA: 5492.6 min
Step 2595/1500000 | t=1.30e+00 | T=7404.8 | a=1.000031 | H=2.41e-05 | 4.5 steps/s | 220.07 ms/step | ETA: 5492.3 min
Step 2600/1500000 | t=1.30e+00 | T=7404.8 | a=1.000031 | H=2.41e-05 | 4.5 steps/s | 220.04 ms/step | ETA: 5491.6 min
Step 2605/1500000 | t=1.30e+00 | T=7404.8 | a=1.000031 | H=2.41e-05 | 4.5 steps/s | 220.14 ms/step | ETA: 5494.0 min
Step 2610/1500000 | t=1.30e+00 | T=7404.8 | a=1.000031 | H=2.41e-05 | 4.5 steps/s | 220.13 ms/step | ETA: 5493.7 min
Step 2615/1500000 | t=1.31e+00 | T=7404.8 | a=1.000031 | H=2.41e-05 | 4.5 steps/s | 220.11 ms/step | ETA: 5493.2 min
Step 2620/1500000 | t=1.31e+00 | T=7404.8 | a=1.000032 | H=2.41e-05 | 4.5 steps/s | 220.08 ms/step | ETA: 5492.5 min
Step 2625/1500000 | t=1.31e+00 | T=7404.8 | a=1.000032 | H=2.41e-05 | 4.5 steps/s | 220.08 ms/step | ETA: 5492.5 min
Step 2630/1500000 | t=1.31e+00 | T=7404.8 | a=1.000032 | H=2.41e-05 | 4.5 steps/s | 220.09 ms/step | ETA: 5492.5 min
Step 2635/1500000 | t=1.32e+00 | T=7404.8 | a=1.000032 | H=2.41e-05 | 4.5 steps/s | 220.07 ms/step | ETA: 5492.1 min
Step 2640/1500000 | t=1.32e+00 | T=7404.8 | a=1.000032 | H=2.41e-05 | 4.5 steps/s | 220.05 ms/step | ETA: 5491.7 min
Step 2645/1500000 | t=1.32e+00 | T=7404.8 | a=1.000032 | H=2.41e-05 | 4.5 steps/s | 220.03 ms/step | ETA: 5491.2 min
Step 2650/1500000 | t=1.32e+00 | T=7404.8 | a=1.000032 | H=2.41e-05 | 4.5 steps/s | 220.02 ms/step | ETA: 5490.7 min
Step 2655/1500000 | t=1.33e+00 | T=7404.8 | a=1.000032 | H=2.41e-05 | 4.5 steps/s | 220.10 ms/step | ETA: 5492.9 min
Step 2660/1500000 | t=1.33e+00 | T=7404.8 | a=1.000032 | H=2.41e-05 | 4.5 steps/s | 220.08 ms/step | ETA: 5492.2 min
Step 2665/1500000 | t=1.33e+00 | T=7404.8 | a=1.000032 | H=2.41e-05 | 4.5 steps/s | 220.05 ms/step | ETA: 5491.5 min
Step 2670/1500000 | t=1.33e+00 | T=7404.8 | a=1.000032 | H=2.41e-05 | 4.5 steps/s | 220.08 ms/step | ETA: 5492.1 min
Step 2675/1500000 | t=1.34e+00 | T=7404.8 | a=1.000032 | H=2.41e-05 | 4.5 steps/s | 220.06 ms/step | ETA: 5491.8 min
Step 2680/1500000 | t=1.34e+00 | T=7404.8 | a=1.000032 | H=2.41e-05 | 4.5 steps/s | 220.04 ms/step | ETA: 5491.1 min
Step 2685/1500000 | t=1.34e+00 | T=7404.8 | a=1.000032 | H=2.41e-05 | 4.5 steps/s | 220.03 ms/step | ETA: 5491.0 min
Step 2690/1500000 | t=1.34e+00 | T=7404.8 | a=1.000032 | H=2.41e-05 | 4.5 steps/s | 220.02 ms/step | ETA: 5490.5 min
Step 2695/1500000 | t=1.35e+00 | T=7404.8 | a=1.000032 | H=2.41e-05 | 4.5 steps/s | 220.00 ms/step | ETA: 5490.1 min
Step 2700/1500000 | t=1.35e+00 | T=7404.8 | a=1.000032 | H=2.41e-05 | 4.5 steps/s | 219.98 ms/step | ETA: 5489.6 min
Step 2705/1500000 | t=1.35e+00 | T=7404.8 | a=1.000033 | H=2.41e-05 | 4.5 steps/s | 220.07 ms/step | ETA: 5491.9 min
Step 2710/1500000 | t=1.35e+00 | T=7404.8 | a=1.000033 | H=2.41e-05 | 4.5 steps/s | 220.05 ms/step | ETA: 5491.3 min
Step 2715/1500000 | t=1.36e+00 | T=7404.8 | a=1.000033 | H=2.41e-05 | 4.5 steps/s | 220.03 ms/step | ETA: 5490.7 min
Step 2720/1500000 | t=1.36e+00 | T=7404.8 | a=1.000033 | H=2.41e-05 | 4.5 steps/s | 220.00 ms/step | ETA: 5490.1 min
Step 2725/1500000 | t=1.36e+00 | T=7404.8 | a=1.000033 | H=2.41e-05 | 4.5 steps/s | 219.99 ms/step | ETA: 5489.7 min
Step 2730/1500000 | t=1.36e+00 | T=7404.8 | a=1.000033 | H=2.41e-05 | 4.5 steps/s | 219.97 ms/step | ETA: 5489.3 min
Step 2735/1500000 | t=1.37e+00 | T=7404.8 | a=1.000033 | H=2.41e-05 | 4.5 steps/s | 219.96 ms/step | ETA: 5489.0 min
Step 2740/1500000 | t=1.37e+00 | T=7404.8 | a=1.000033 | H=2.41e-05 | 4.5 steps/s | 219.94 ms/step | ETA: 5488.4 min
Step 2745/1500000 | t=1.37e+00 | T=7404.8 | a=1.000033 | H=2.41e-05 | 4.5 steps/s | 219.92 ms/step | ETA: 5487.9 min
Step 2750/1500000 | t=1.38e+00 | T=7404.8 | a=1.000033 | H=2.41e-05 | 4.5 steps/s | 219.89 ms/step | ETA: 5487.3 min
Step 2755/1500000 | t=1.38e+00 | T=7404.8 | a=1.000033 | H=2.41e-05 | 4.5 steps/s | 219.97 ms/step | ETA: 5489.2 min
Step 2760/1500000 | t=1.38e+00 | T=7404.8 | a=1.000033 | H=2.41e-05 | 4.5 steps/s | 219.95 ms/step | ETA: 5488.6 min
Step 2765/1500000 | t=1.38e+00 | T=7404.8 | a=1.000033 | H=2.41e-05 | 4.5 steps/s | 219.93 ms/step | ETA: 5488.1 min
Step 2770/1500000 | t=1.39e+00 | T=7404.8 | a=1.000033 | H=2.41e-05 | 4.5 steps/s | 219.91 ms/step | ETA: 5487.6 min
Step 2775/1500000 | t=1.39e+00 | T=7404.8 | a=1.000033 | H=2.41e-05 | 4.5 steps/s | 219.89 ms/step | ETA: 5487.0 min
Step 2780/1500000 | t=1.39e+00 | T=7404.8 | a=1.000033 | H=2.41e-05 | 4.5 steps/s | 219.86 ms/step | ETA: 5486.4 min
Step 2785/1500000 | t=1.39e+00 | T=7404.8 | a=1.000034 | H=2.41e-05 | 4.5 steps/s | 219.84 ms/step | ETA: 5485.8 min
Step 2790/1500000 | t=1.40e+00 | T=7404.8 | a=1.000034 | H=2.41e-05 | 4.5 steps/s | 219.84 ms/step | ETA: 5485.7 min
Step 2795/1500000 | t=1.40e+00 | T=7404.8 | a=1.000034 | H=2.41e-05 | 4.5 steps/s | 219.81 ms/step | ETA: 5485.0 min
Step 2800/1500000 | t=1.40e+00 | T=7404.8 | a=1.000034 | H=2.41e-05 | 4.5 steps/s | 219.79 ms/step | ETA: 5484.5 min
Step 2805/1500000 | t=1.40e+00 | T=7404.8 | a=1.000034 | H=2.41e-05 | 4.5 steps/s | 219.88 ms/step | ETA: 5486.8 min
Step 2810/1500000 | t=1.41e+00 | T=7404.7 | a=1.000034 | H=2.41e-05 | 4.5 steps/s | 219.86 ms/step | ETA: 5486.3 min
Step 2815/1500000 | t=1.41e+00 | T=7404.7 | a=1.000034 | H=2.41e-05 | 4.5 steps/s | 219.85 ms/step | ETA: 5485.8 min
Step 2820/1500000 | t=1.41e+00 | T=7404.7 | a=1.000034 | H=2.41e-05 | 4.5 steps/s | 219.84 ms/step | ETA: 5485.6 min
Step 2825/1500000 | t=1.41e+00 | T=7404.7 | a=1.000034 | H=2.41e-05 | 4.5 steps/s | 219.82 ms/step | ETA: 5485.1 min
Step 2830/1500000 | t=1.42e+00 | T=7404.7 | a=1.000034 | H=2.41e-05 | 4.5 steps/s | 219.80 ms/step | ETA: 5484.7 min
Step 2835/1500000 | t=1.42e+00 | T=7404.7 | a=1.000034 | H=2.41e-05 | 4.5 steps/s | 219.82 ms/step | ETA: 5485.1 min
Step 2840/1500000 | t=1.42e+00 | T=7404.7 | a=1.000034 | H=2.41e-05 | 4.5 steps/s | 219.83 ms/step | ETA: 5485.3 min
Step 2845/1500000 | t=1.42e+00 | T=7404.7 | a=1.000034 | H=2.41e-05 | 4.5 steps/s | 219.82 ms/step | ETA: 5485.1 min
Step 2850/1500000 | t=1.43e+00 | T=7404.7 | a=1.000034 | H=2.41e-05 | 4.5 steps/s | 219.80 ms/step | ETA: 5484.6 min
Step 2855/1500000 | t=1.43e+00 | T=7404.7 | a=1.000034 | H=2.41e-05 | 4.5 steps/s | 219.89 ms/step | ETA: 5486.8 min
Step 2860/1500000 | t=1.43e+00 | T=7404.7 | a=1.000034 | H=2.41e-05 | 4.5 steps/s | 219.87 ms/step | ETA: 5486.2 min
Step 2865/1500000 | t=1.43e+00 | T=7404.7 | a=1.000034 | H=2.41e-05 | 4.5 steps/s | 219.84 ms/step | ETA: 5485.6 min
Step 2870/1500000 | t=1.44e+00 | T=7404.7 | a=1.000035 | H=2.41e-05 | 4.5 steps/s | 219.83 ms/step | ETA: 5485.3 min
Step 2875/1500000 | t=1.44e+00 | T=7404.7 | a=1.000035 | H=2.41e-05 | 4.5 steps/s | 219.82 ms/step | ETA: 5485.1 min
Step 2880/1500000 | t=1.44e+00 | T=7404.7 | a=1.000035 | H=2.41e-05 | 4.5 steps/s | 219.80 ms/step | ETA: 5484.4 min
Step 2885/1500000 | t=1.44e+00 | T=7404.7 | a=1.000035 | H=2.41e-05 | 4.6 steps/s | 219.78 ms/step | ETA: 5483.9 min
Step 2890/1500000 | t=1.45e+00 | T=7404.7 | a=1.000035 | H=2.41e-05 | 4.6 steps/s | 219.76 ms/step | ETA: 5483.4 min
Step 2895/1500000 | t=1.45e+00 | T=7404.7 | a=1.000035 | H=2.41e-05 | 4.6 steps/s | 219.75 ms/step | ETA: 5483.2 min
Step 2900/1500000 | t=1.45e+00 | T=7404.7 | a=1.000035 | H=2.41e-05 | 4.6 steps/s | 219.74 ms/step | ETA: 5482.8 min
Step 2905/1500000 | t=1.45e+00 | T=7404.7 | a=1.000035 | H=2.41e-05 | 4.5 steps/s | 219.83 ms/step | ETA: 5485.2 min
Step 2910/1500000 | t=1.46e+00 | T=7404.7 | a=1.000035 | H=2.41e-05 | 4.5 steps/s | 219.80 ms/step | ETA: 5484.4 min
Step 2915/1500000 | t=1.46e+00 | T=7404.7 | a=1.000035 | H=2.41e-05 | 4.5 steps/s | 219.79 ms/step | ETA: 5484.1 min
Step 2920/1500000 | t=1.46e+00 | T=7404.7 | a=1.000035 | H=2.41e-05 | 4.6 steps/s | 219.77 ms/step | ETA: 5483.4 min
Step 2925/1500000 | t=1.46e+00 | T=7404.7 | a=1.000035 | H=2.41e-05 | 4.6 steps/s | 219.75 ms/step | ETA: 5483.0 min
Step 2930/1500000 | t=1.47e+00 | T=7404.7 | a=1.000035 | H=2.41e-05 | 4.6 steps/s | 219.73 ms/step | ETA: 5482.5 min
Step 2935/1500000 | t=1.47e+00 | T=7404.7 | a=1.000035 | H=2.41e-05 | 4.6 steps/s | 219.70 ms/step | ETA: 5481.8 min
Step 2940/1500000 | t=1.47e+00 | T=7404.7 | a=1.000035 | H=2.41e-05 | 4.6 steps/s | 219.69 ms/step | ETA: 5481.5 min
Step 2945/1500000 | t=1.47e+00 | T=7404.7 | a=1.000035 | H=2.41e-05 | 4.6 steps/s | 219.72 ms/step | ETA: 5482.2 min
Step 2950/1500000 | t=1.48e+00 | T=7404.7 | a=1.000035 | H=2.41e-05 | 4.6 steps/s | 219.73 ms/step | ETA: 5482.4 min
Step 2955/1500000 | t=1.48e+00 | T=7404.7 | a=1.000036 | H=2.41e-05 | 4.5 steps/s | 219.81 ms/step | ETA: 5484.4 min
Step 2960/1500000 | t=1.48e+00 | T=7404.7 | a=1.000036 | H=2.41e-05 | 4.5 steps/s | 219.79 ms/step | ETA: 5483.8 min
Step 2965/1500000 | t=1.48e+00 | T=7404.7 | a=1.000036 | H=2.41e-05 | 4.6 steps/s | 219.77 ms/step | ETA: 5483.3 min
Step 2970/1500000 | t=1.49e+00 | T=7404.7 | a=1.000036 | H=2.41e-05 | 4.6 steps/s | 219.75 ms/step | ETA: 5482.8 min
Step 2975/1500000 | t=1.49e+00 | T=7404.7 | a=1.000036 | H=2.41e-05 | 4.6 steps/s | 219.72 ms/step | ETA: 5482.2 min
Step 2980/1500000 | t=1.49e+00 | T=7404.7 | a=1.000036 | H=2.41e-05 | 4.6 steps/s | 219.70 ms/step | ETA: 5481.7 min
Step 2985/1500000 | t=1.49e+00 | T=7404.7 | a=1.000036 | H=2.41e-05 | 4.6 steps/s | 219.68 ms/step | ETA: 5481.2 min
Step 2990/1500000 | t=1.50e+00 | T=7404.7 | a=1.000036 | H=2.41e-05 | 4.6 steps/s | 219.66 ms/step | ETA: 5480.7 min
Step 2995/1500000 | t=1.50e+00 | T=7404.7 | a=1.000036 | H=2.41e-05 | 4.6 steps/s | 219.65 ms/step | ETA: 5480.3 min
Step 3000/1500000 | t=1.50e+00 | T=7404.7 | a=1.000036 | H=2.41e-05 | 4.6 steps/s | 219.64 ms/step | ETA: 5480.0 min
Step 3005/1500000 | t=1.50e+00 | T=7404.7 | a=1.000036 | H=2.41e-05 | 4.6 steps/s | 219.72 ms/step | ETA: 5482.0 min
Step 3010/1500000 | t=1.50e+00 | T=7404.7 | a=1.000036 | H=2.41e-05 | 4.6 steps/s | 219.70 ms/step | ETA: 5481.5 min
Step 3015/1500000 | t=1.51e+00 | T=7404.7 | a=1.000036 | H=2.41e-05 | 4.6 steps/s | 219.68 ms/step | ETA: 5481.0 min
Step 3020/1500000 | t=1.51e+00 | T=7404.7 | a=1.000036 | H=2.41e-05 | 4.6 steps/s | 219.67 ms/step | ETA: 5480.6 min
Step 3025/1500000 | t=1.51e+00 | T=7404.7 | a=1.000036 | H=2.41e-05 | 4.6 steps/s | 219.65 ms/step | ETA: 5480.1 min
Step 3030/1500000 | t=1.51e+00 | T=7404.7 | a=1.000036 | H=2.41e-05 | 4.6 steps/s | 219.62 ms/step | ETA: 5479.5 min
Step 3035/1500000 | t=1.52e+00 | T=7404.7 | a=1.000037 | H=2.41e-05 | 4.6 steps/s | 219.61 ms/step | ETA: 5479.1 min
Step 3040/1500000 | t=1.52e+00 | T=7404.7 | a=1.000037 | H=2.41e-05 | 4.6 steps/s | 219.59 ms/step | ETA: 5478.6 min
Step 3045/1500000 | t=1.52e+00 | T=7404.7 | a=1.000037 | H=2.41e-05 | 4.6 steps/s | 219.56 ms/step | ETA: 5478.0 min
Step 3050/1500000 | t=1.52e+00 | T=7404.7 | a=1.000037 | H=2.41e-05 | 4.6 steps/s | 219.56 ms/step | ETA: 5477.7 min
Step 3055/1500000 | t=1.53e+00 | T=7404.7 | a=1.000037 | H=2.41e-05 | 4.6 steps/s | 219.63 ms/step | ETA: 5479.6 min
Step 3060/1500000 | t=1.53e+00 | T=7404.7 | a=1.000037 | H=2.41e-05 | 4.6 steps/s | 219.61 ms/step | ETA: 5479.2 min
Step 3065/1500000 | t=1.53e+00 | T=7404.7 | a=1.000037 | H=2.41e-05 | 4.6 steps/s | 219.60 ms/step | ETA: 5478.8 min
Step 3070/1500000 | t=1.53e+00 | T=7404.7 | a=1.000037 | H=2.41e-05 | 4.6 steps/s | 219.59 ms/step | ETA: 5478.6 min
Step 3075/1500000 | t=1.54e+00 | T=7404.7 | a=1.000037 | H=2.41e-05 | 4.6 steps/s | 219.57 ms/step | ETA: 5478.1 min
Step 3080/1500000 | t=1.54e+00 | T=7404.7 | a=1.000037 | H=2.41e-05 | 4.6 steps/s | 219.55 ms/step | ETA: 5477.5 min
Step 3085/1500000 | t=1.54e+00 | T=7404.7 | a=1.000037 | H=2.41e-05 | 4.6 steps/s | 219.56 ms/step | ETA: 5477.7 min
Step 3090/1500000 | t=1.54e+00 | T=7404.7 | a=1.000037 | H=2.41e-05 | 4.6 steps/s | 219.54 ms/step | ETA: 5477.3 min
Step 3095/1500000 | t=1.55e+00 | T=7404.7 | a=1.000037 | H=2.41e-05 | 4.6 steps/s | 219.53 ms/step | ETA: 5476.9 min
Step 3100/1500000 | t=1.55e+00 | T=7404.7 | a=1.000037 | H=2.41e-05 | 4.6 steps/s | 219.51 ms/step | ETA: 5476.5 min
Step 3105/1500000 | t=1.55e+00 | T=7404.7 | a=1.000037 | H=2.41e-05 | 4.6 steps/s | 219.60 ms/step | ETA: 5478.8 min
Step 3110/1500000 | t=1.55e+00 | T=7404.7 | a=1.000037 | H=2.41e-05 | 4.6 steps/s | 219.58 ms/step | ETA: 5478.2 min
Step 3115/1500000 | t=1.56e+00 | T=7404.7 | a=1.000037 | H=2.41e-05 | 4.6 steps/s | 219.56 ms/step | ETA: 5477.7 min
Step 3120/1500000 | t=1.56e+00 | T=7404.7 | a=1.000038 | H=2.41e-05 | 4.6 steps/s | 219.55 ms/step | ETA: 5477.4 min
Step 3125/1500000 | t=1.56e+00 | T=7404.7 | a=1.000038 | H=2.41e-05 | 4.6 steps/s | 219.53 ms/step | ETA: 5476.9 min
Step 3130/1500000 | t=1.56e+00 | T=7404.7 | a=1.000038 | H=2.41e-05 | 4.6 steps/s | 219.52 ms/step | ETA: 5476.5 min
Step 3135/1500000 | t=1.57e+00 | T=7404.7 | a=1.000038 | H=2.41e-05 | 4.6 steps/s | 219.50 ms/step | ETA: 5476.1 min
Step 3140/1500000 | t=1.57e+00 | T=7404.7 | a=1.000038 | H=2.41e-05 | 4.6 steps/s | 219.48 ms/step | ETA: 5475.6 min
Step 3145/1500000 | t=1.57e+00 | T=7404.7 | a=1.000038 | H=2.41e-05 | 4.6 steps/s | 219.47 ms/step | ETA: 5475.3 min
Step 3150/1500000 | t=1.57e+00 | T=7404.7 | a=1.000038 | H=2.41e-05 | 4.6 steps/s | 219.46 ms/step | ETA: 5475.0 min
Step 3155/1500000 | t=1.58e+00 | T=7404.7 | a=1.000038 | H=2.41e-05 | 4.6 steps/s | 219.55 ms/step | ETA: 5477.2 min
Step 3160/1500000 | t=1.58e+00 | T=7404.7 | a=1.000038 | H=2.41e-05 | 4.6 steps/s | 219.54 ms/step | ETA: 5476.8 min
Step 3165/1500000 | t=1.58e+00 | T=7404.7 | a=1.000038 | H=2.41e-05 | 4.6 steps/s | 219.52 ms/step | ETA: 5476.4 min
Step 3170/1500000 | t=1.58e+00 | T=7404.7 | a=1.000038 | H=2.41e-05 | 4.6 steps/s | 219.52 ms/step | ETA: 5476.3 min
Step 3175/1500000 | t=1.59e+00 | T=7404.7 | a=1.000038 | H=2.41e-05 | 4.6 steps/s | 219.49 ms/step | ETA: 5475.7 min
Step 3180/1500000 | t=1.59e+00 | T=7404.7 | a=1.000038 | H=2.41e-05 | 4.6 steps/s | 219.47 ms/step | ETA: 5475.2 min
Step 3185/1500000 | t=1.59e+00 | T=7404.7 | a=1.000038 | H=2.41e-05 | 4.6 steps/s | 219.45 ms/step | ETA: 5474.7 min
Step 3190/1500000 | t=1.59e+00 | T=7404.7 | a=1.000038 | H=2.41e-05 | 4.6 steps/s | 219.45 ms/step | ETA: 5474.5 min
Step 3195/1500000 | t=1.60e+00 | T=7404.7 | a=1.000038 | H=2.41e-05 | 4.6 steps/s | 219.42 ms/step | ETA: 5473.9 min
Step 3200/1500000 | t=1.60e+00 | T=7404.7 | a=1.000039 | H=2.41e-05 | 4.6 steps/s | 219.41 ms/step | ETA: 5473.5 min
Step 3205/1500000 | t=1.60e+00 | T=7404.7 | a=1.000039 | H=2.41e-05 | 4.6 steps/s | 219.49 ms/step | ETA: 5475.5 min
Step 3210/1500000 | t=1.60e+00 | T=7404.7 | a=1.000039 | H=2.41e-05 | 4.6 steps/s | 219.48 ms/step | ETA: 5475.2 min
Step 3215/1500000 | t=1.61e+00 | T=7404.7 | a=1.000039 | H=2.41e-05 | 4.6 steps/s | 219.47 ms/step | ETA: 5475.1 min
Step 3220/1500000 | t=1.61e+00 | T=7404.7 | a=1.000039 | H=2.41e-05 | 4.6 steps/s | 219.46 ms/step | ETA: 5474.6 min
Step 3225/1500000 | t=1.61e+00 | T=7404.7 | a=1.000039 | H=2.41e-05 | 4.6 steps/s | 219.48 ms/step | ETA: 5475.1 min
Step 3230/1500000 | t=1.61e+00 | T=7404.7 | a=1.000039 | H=2.41e-05 | 4.6 steps/s | 219.46 ms/step | ETA: 5474.6 min
Step 3235/1500000 | t=1.62e+00 | T=7404.7 | a=1.000039 | H=2.41e-05 | 4.6 steps/s | 219.44 ms/step | ETA: 5474.1 min
Step 3240/1500000 | t=1.62e+00 | T=7404.7 | a=1.000039 | H=2.41e-05 | 4.6 steps/s | 219.43 ms/step | ETA: 5474.0 min
Step 3245/1500000 | t=1.62e+00 | T=7404.7 | a=1.000039 | H=2.41e-05 | 4.6 steps/s | 219.42 ms/step | ETA: 5473.6 min
Step 3250/1500000 | t=1.62e+00 | T=7404.7 | a=1.000039 | H=2.41e-05 | 4.6 steps/s | 219.40 ms/step | ETA: 5473.1 min
Step 3255/1500000 | t=1.63e+00 | T=7404.7 | a=1.000039 | H=2.41e-05 | 4.6 steps/s | 219.47 ms/step | ETA: 5474.9 min
Step 3260/1500000 | t=1.63e+00 | T=7404.7 | a=1.000039 | H=2.41e-05 | 4.6 steps/s | 219.48 ms/step | ETA: 5475.0 min
Step 3265/1500000 | t=1.63e+00 | T=7404.7 | a=1.000039 | H=2.41e-05 | 4.6 steps/s | 219.46 ms/step | ETA: 5474.6 min
Step 3270/1500000 | t=1.64e+00 | T=7404.7 | a=1.000039 | H=2.41e-05 | 4.6 steps/s | 219.44 ms/step | ETA: 5474.1 min
Step 3275/1500000 | t=1.64e+00 | T=7404.7 | a=1.000039 | H=2.41e-05 | 4.6 steps/s | 219.43 ms/step | ETA: 5473.8 min
Step 3280/1500000 | t=1.64e+00 | T=7404.7 | a=1.000039 | H=2.41e-05 | 4.6 steps/s | 219.41 ms/step | ETA: 5473.1 min
Step 3285/1500000 | t=1.64e+00 | T=7404.7 | a=1.000040 | H=2.41e-05 | 4.6 steps/s | 219.39 ms/step | ETA: 5472.9 min
Step 3290/1500000 | t=1.65e+00 | T=7404.7 | a=1.000040 | H=2.41e-05 | 4.6 steps/s | 219.39 ms/step | ETA: 5472.6 min
Step 3295/1500000 | t=1.65e+00 | T=7404.7 | a=1.000040 | H=2.41e-05 | 4.6 steps/s | 219.37 ms/step | ETA: 5472.1 min
Step 3300/1500000 | t=1.65e+00 | T=7404.7 | a=1.000040 | H=2.41e-05 | 4.6 steps/s | 219.34 ms/step | ETA: 5471.5 min
Step 3305/1500000 | t=1.65e+00 | T=7404.7 | a=1.000040 | H=2.41e-05 | 4.6 steps/s | 219.41 ms/step | ETA: 5473.2 min
Step 3310/1500000 | t=1.66e+00 | T=7404.7 | a=1.000040 | H=2.41e-05 | 4.6 steps/s | 219.40 ms/step | ETA: 5472.9 min
Step 3315/1500000 | t=1.66e+00 | T=7404.7 | a=1.000040 | H=2.41e-05 | 4.6 steps/s | 219.40 ms/step | ETA: 5472.8 min
Step 3320/1500000 | t=1.66e+00 | T=7404.7 | a=1.000040 | H=2.41e-05 | 4.6 steps/s | 219.38 ms/step | ETA: 5472.5 min
Step 3325/1500000 | t=1.66e+00 | T=7404.7 | a=1.000040 | H=2.41e-05 | 4.6 steps/s | 219.37 ms/step | ETA: 5472.1 min
Step 3330/1500000 | t=1.67e+00 | T=7404.7 | a=1.000040 | H=2.41e-05 | 4.6 steps/s | 219.35 ms/step | ETA: 5471.6 min
Step 3335/1500000 | t=1.67e+00 | T=7404.7 | a=1.000040 | H=2.41e-05 | 4.6 steps/s | 219.34 ms/step | ETA: 5471.4 min
Step 3340/1500000 | t=1.67e+00 | T=7404.7 | a=1.000040 | H=2.41e-05 | 4.6 steps/s | 219.33 ms/step | ETA: 5471.0 min
Step 3345/1500000 | t=1.67e+00 | T=7404.7 | a=1.000040 | H=2.41e-05 | 4.6 steps/s | 219.30 ms/step | ETA: 5470.4 min
Step 3350/1500000 | t=1.68e+00 | T=7404.7 | a=1.000040 | H=2.41e-05 | 4.6 steps/s | 219.29 ms/step | ETA: 5470.0 min
