======================================================================
LATTICE SIMULATION LOG
Started: 2026-02-19 19:27:49
Log file: logs/simulation_20260219_192749.log
======================================================================

Numba Configuration:
  Version: 0.63.1
  Threading layer: default
  Configured threads: 11
  Active threads: 11
----------------------------------------------------------------------
OVERDAMPED MODE: η = 10.0 (rescaled: 1.00e-02)

Hubble expansion: ENABLED (comoving lattice)
  g_* = 106.75, M_Pl = 2.40e+18 GeV, ΔV = 1.00e+28 GeV^4
  H² = (T⁴/χ_g² + ΔV) / (3 M_Pl²)
  H(T0=7341.0) = 2.4056e-05 GeV
  3H = 7.2169e-05 GeV
  η_phys = 0.3 GeV  →  3H/η = 2.41e-04
  T(t) = T0 / a(t)  (entropy conservation)
  Initial a = 1.0
Field precision: float32
Tree-level VEV: ±1.0000e+11

Finding thermal VEV at T = 7341.0...
  V'(0) = -3.3898e-08
  V'(VEV) = 7.1194e-31
  Thermal VEV found: 1.0000e+11
  Ratio thermal/tree: 1.0000

Finding escape point...
  V'(1e-10) = -3.3898e-08
  V'(1e0)   = -3.3899e+02
  V'(1e5)   = -9.9983e+10
  V'(1e8)   = -1.0000e+14
  V'(1e10)  = -9.9000e+15
  No barrier: V' < 0 everywhere (spinodal regime)
  Using thermal VEV: 1.0000e+11
  V'(escape) = 7.1194e-31

Using TREE-LEVEL VEV for seeding: 1.0000e+11
The bubble is seeded at the true vacuum (no rolling needed).
Bubble seeding: DISABLED (thermal nucleation only)
Field states will be saved to: data/set6/128x128_T0_7341_dt_1e-05_interval_50000_hubble_eta_10/field_states
Figures will be saved to: data/set6/128x128_T0_7341_dt_1e-05_interval_50000_hubble_eta_10/figs/latticeSnapshot

============================================================
Starting time evolution...
Grid: 128×128, Steps: 1000000000, dt: 1.00e-05
Using fused RK2: True
Using in-kernel RNG: True
Field precision: float32
Spline resolution N_Y: 256
Bubble seeding: DISABLED
Thermal noise: ENABLED (FDT noise_scale(T0) = 3.8317e-05)
Overdamped mode: ENABLED (η = 10.0, no ringing)
Hubble expansion: ENABLED
  H(T0) = 2.4056e-05 GeV, 3H/η = 2.41e-04
  g_* = 106.75, M_Pl = 2.40e+18 GeV
============================================================

Warming up JIT compilation...
JIT warmup complete.
Starting main loop...

Step 0/1000000000 | t=0.00e+00 | T=7341.0 | a=1.000000 | H=2.41e-05 | 1196.3 steps/s | 0.00 ms/step | ETA: 0.0 min
Step 46100000/1000000000 | t=4.61e-01 | T=7340.9 | a=1.000011 | H=2.41e-05 | 1313.6 steps/s | 0.76 ms/step | ETA: 12102.5 min
Step 46150000/1000000000 | t=4.62e-01 | T=7340.9 | a=1.000011 | H=2.41e-05 | 1313.7 steps/s | 0.76 ms/step | ETA: 12101.2 min
Step 46200000/1000000000 | t=4.62e-01 | T=7340.9 | a=1.000011 | H=2.41e-05 | 1313.7 steps/s | 0.76 ms/step | ETA: 12100.3 min
Step 46250000/1000000000 | t=4.63e-01 | T=7340.9 | a=1.000011 | H=2.41e-05 | 1313.8 steps/s | 0.76 ms/step | ETA: 12099.4 min
Step 46300000/1000000000 | t=4.63e-01 | T=7340.9 | a=1.000011 | H=2.41e-05 | 1313.8 steps/s | 0.76 ms/step | ETA: 12098.2 min
Step 46350000/1000000000 | t=4.64e-01 | T=7340.9 | a=1.000011 | H=2.41e-05 | 1313.9 steps/s | 0.76 ms/step | ETA: 12096.8 min
Step 46400000/1000000000 | t=4.64e-01 | T=7340.9 | a=1.000011 | H=2.41e-05 | 1314.0 steps/s | 0.76 ms/step | ETA: 12095.5 min
Step 46450000/1000000000 | t=4.65e-01 | T=7340.9 | a=1.000011 | H=2.41e-05 | 1314.1 steps/s | 0.76 ms/step | ETA: 12094.1 min
Step 46500000/1000000000 | t=4.65e-01 | T=7340.9 | a=1.000011 | H=2.41e-05 | 1314.1 steps/s | 0.76 ms/step | ETA: 12092.8 min
Step 46550000/1000000000 | t=4.66e-01 | T=7340.9 | a=1.000011 | H=2.41e-05 | 1314.2 steps/s | 0.76 ms/step | ETA: 12091.2 min
Step 46600000/1000000000 | t=4.66e-01 | T=7340.9 | a=1.000011 | H=2.41e-05 | 1314.3 steps/s | 0.76 ms/step | ETA: 12090.2 min
Step 46650000/1000000000 | t=4.67e-01 | T=7340.9 | a=1.000011 | H=2.41e-05 | 1314.4 steps/s | 0.76 ms/step | ETA: 12088.9 min
Step 46700000/1000000000 | t=4.67e-01 | T=7340.9 | a=1.000011 | H=2.41e-05 | 1314.4 steps/s | 0.76 ms/step | ETA: 12087.5 min
Step 46750000/1000000000 | t=4.68e-01 | T=7340.9 | a=1.000011 | H=2.41e-05 | 1314.5 steps/s | 0.76 ms/step | ETA: 12086.3 min
Step 46800000/1000000000 | t=4.68e-01 | T=7340.9 | a=1.000011 | H=2.41e-05 | 1314.5 steps/s | 0.76 ms/step | ETA: 12085.7 min
Step 46850000/1000000000 | t=4.69e-01 | T=7340.9 | a=1.000011 | H=2.41e-05 | 1314.5 steps/s | 0.76 ms/step | ETA: 12085.3 min
Step 46900000/1000000000 | t=4.69e-01 | T=7340.9 | a=1.000011 | H=2.41e-05 | 1314.5 steps/s | 0.76 ms/step | ETA: 12084.6 min
Step 46950000/1000000000 | t=4.70e-01 | T=7340.9 | a=1.000011 | H=2.41e-05 | 1314.5 steps/s | 0.76 ms/step | ETA: 12083.9 min
Step 47000000/1000000000 | t=4.70e-01 | T=7340.9 | a=1.000011 | H=2.41e-05 | 1314.5 steps/s | 0.76 ms/step | ETA: 12083.2 min
Step 47050000/1000000000 | t=4.71e-01 | T=7340.9 | a=1.000011 | H=2.41e-05 | 1314.5 steps/s | 0.76 ms/step | ETA: 12082.3 min
Step 47100000/1000000000 | t=4.71e-01 | T=7340.9 | a=1.000011 | H=2.41e-05 | 1314.5 steps/s | 0.76 ms/step | ETA: 12081.5 min
Step 47150000/1000000000 | t=4.72e-01 | T=7340.9 | a=1.000011 | H=2.41e-05 | 1314.5 steps/s | 0.76 ms/step | ETA: 12081.0 min
Step 47200000/1000000000 | t=4.72e-01 | T=7340.9 | a=1.000011 | H=2.41e-05 | 1314.6 steps/s | 0.76 ms/step | ETA: 12079.8 min
Step 47250000/1000000000 | t=4.73e-01 | T=7340.9 | a=1.000011 | H=2.41e-05 | 1314.7 steps/s | 0.76 ms/step | ETA: 12078.5 min
Step 47300000/1000000000 | t=4.73e-01 | T=7340.9 | a=1.000011 | H=2.41e-05 | 1314.7 steps/s | 0.76 ms/step | ETA: 12077.5 min
Step 47350000/1000000000 | t=4.74e-01 | T=7340.9 | a=1.000011 | H=2.41e-05 | 1314.8 steps/s | 0.76 ms/step | ETA: 12076.2 min
Step 47400000/1000000000 | t=4.74e-01 | T=7340.9 | a=1.000011 | H=2.41e-05 | 1314.8 steps/s | 0.76 ms/step | ETA: 12075.5 min
Step 47450000/1000000000 | t=4.75e-01 | T=7340.9 | a=1.000011 | H=2.41e-05 | 1314.8 steps/s | 0.76 ms/step | ETA: 12074.8 min
Step 47500000/1000000000 | t=4.75e-01 | T=7340.9 | a=1.000011 | H=2.41e-05 | 1314.8 steps/s | 0.76 ms/step | ETA: 12074.0 min
Step 47550000/1000000000 | t=4.76e-01 | T=7340.9 | a=1.000011 | H=2.41e-05 | 1314.8 steps/s | 0.76 ms/step | ETA: 12073.3 min
Step 47600000/1000000000 | t=4.76e-01 | T=7340.9 | a=1.000011 | H=2.41e-05 | 1314.8 steps/s | 0.76 ms/step | ETA: 12072.5 min
Step 47650000/1000000000 | t=4.77e-01 | T=7340.9 | a=1.000011 | H=2.41e-05 | 1314.8 steps/s | 0.76 ms/step | ETA: 12071.8 min
Step 47700000/1000000000 | t=4.77e-01 | T=7340.9 | a=1.000011 | H=2.41e-05 | 1314.8 steps/s | 0.76 ms/step | ETA: 12071.4 min
Step 47750000/1000000000 | t=4.78e-01 | T=7340.9 | a=1.000011 | H=2.41e-05 | 1314.8 steps/s | 0.76 ms/step | ETA: 12071.1 min
Step 47800000/1000000000 | t=4.78e-01 | T=7340.9 | a=1.000011 | H=2.41e-05 | 1314.7 steps/s | 0.76 ms/step | ETA: 12070.9 min
Step 47850000/1000000000 | t=4.79e-01 | T=7340.9 | a=1.000012 | H=2.41e-05 | 1314.7 steps/s | 0.76 ms/step | ETA: 12070.1 min
Step 47900000/1000000000 | t=4.79e-01 | T=7340.9 | a=1.000012 | H=2.41e-05 | 1314.7 steps/s | 0.76 ms/step | ETA: 12069.8 min
Step 47950000/1000000000 | t=4.80e-01 | T=7340.9 | a=1.000012 | H=2.41e-05 | 1314.6 steps/s | 0.76 ms/step | ETA: 12069.8 min
Step 48000000/1000000000 | t=4.80e-01 | T=7340.9 | a=1.000012 | H=2.41e-05 | 1314.7 steps/s | 0.76 ms/step | ETA: 12069.1 min
Step 48050000/1000000000 | t=4.81e-01 | T=7340.9 | a=1.000012 | H=2.41e-05 | 1314.7 steps/s | 0.76 ms/step | ETA: 12068.4 min
Step 48100000/1000000000 | t=4.81e-01 | T=7340.9 | a=1.000012 | H=2.41e-05 | 1314.7 steps/s | 0.76 ms/step | ETA: 12067.5 min
Step 48150000/1000000000 | t=4.82e-01 | T=7340.9 | a=1.000012 | H=2.41e-05 | 1314.7 steps/s | 0.76 ms/step | ETA: 12066.8 min
Step 48200000/1000000000 | t=4.82e-01 | T=7340.9 | a=1.000012 | H=2.41e-05 | 1314.7 steps/s | 0.76 ms/step | ETA: 12066.3 min
Step 48250000/1000000000 | t=4.83e-01 | T=7340.9 | a=1.000012 | H=2.41e-05 | 1314.7 steps/s | 0.76 ms/step | ETA: 12065.7 min
Step 48300000/1000000000 | t=4.83e-01 | T=7340.9 | a=1.000012 | H=2.41e-05 | 1314.7 steps/s | 0.76 ms/step | ETA: 12064.8 min
Step 48350000/1000000000 | t=4.84e-01 | T=7340.9 | a=1.000012 | H=2.41e-05 | 1314.7 steps/s | 0.76 ms/step | ETA: 12064.1 min
Step 48400000/1000000000 | t=4.84e-01 | T=7340.9 | a=1.000012 | H=2.41e-05 | 1314.7 steps/s | 0.76 ms/step | ETA: 12063.4 min
Step 48450000/1000000000 | t=4.85e-01 | T=7340.9 | a=1.000012 | H=2.41e-05 | 1314.8 steps/s | 0.76 ms/step | ETA: 12062.4 min
Step 48500000/1000000000 | t=4.85e-01 | T=7340.9 | a=1.000012 | H=2.41e-05 | 1314.8 steps/s | 0.76 ms/step | ETA: 12061.5 min
Step 48550000/1000000000 | t=4.86e-01 | T=7340.9 | a=1.000012 | H=2.41e-05 | 1314.8 steps/s | 0.76 ms/step | ETA: 12060.6 min
Step 48600000/1000000000 | t=4.86e-01 | T=7340.9 | a=1.000012 | H=2.41e-05 | 1314.9 steps/s | 0.76 ms/step | ETA: 12059.7 min
Step 48650000/1000000000 | t=4.87e-01 | T=7340.9 | a=1.000012 | H=2.41e-05 | 1314.9 steps/s | 0.76 ms/step | ETA: 12058.8 min
Step 48700000/1000000000 | t=4.87e-01 | T=7340.9 | a=1.000012 | H=2.41e-05 | 1314.9 steps/s | 0.76 ms/step | ETA: 12058.2 min
Step 48750000/1000000000 | t=4.88e-01 | T=7340.9 | a=1.000012 | H=2.41e-05 | 1314.9 steps/s | 0.76 ms/step | ETA: 12057.7 min
Step 48800000/1000000000 | t=4.88e-01 | T=7340.9 | a=1.000012 | H=2.41e-05 | 1314.9 steps/s | 0.76 ms/step | ETA: 12056.8 min
Step 48850000/1000000000 | t=4.89e-01 | T=7340.9 | a=1.000012 | H=2.41e-05 | 1314.9 steps/s | 0.76 ms/step | ETA: 12056.2 min
Step 48900000/1000000000 | t=4.89e-01 | T=7340.9 | a=1.000012 | H=2.41e-05 | 1314.9 steps/s | 0.76 ms/step | ETA: 12055.4 min
Step 48950000/1000000000 | t=4.90e-01 | T=7340.9 | a=1.000012 | H=2.41e-05 | 1314.7 steps/s | 0.76 ms/step | ETA: 12056.7 min
Step 49000000/1000000000 | t=4.90e-01 | T=7340.9 | a=1.000012 | H=2.41e-05 | 1314.5 steps/s | 0.76 ms/step | ETA: 12058.0 min
Step 49050000/1000000000 | t=4.91e-01 | T=7340.9 | a=1.000012 | H=2.41e-05 | 1314.3 steps/s | 0.76 ms/step | ETA: 12059.1 min
Step 49100000/1000000000 | t=4.91e-01 | T=7340.9 | a=1.000012 | H=2.41e-05 | 1314.1 steps/s | 0.76 ms/step | ETA: 12060.4 min
Step 49150000/1000000000 | t=4.92e-01 | T=7340.9 | a=1.000012 | H=2.41e-05 | 1313.9 steps/s | 0.76 ms/step | ETA: 12061.8 min
Step 49200000/1000000000 | t=4.92e-01 | T=7340.9 | a=1.000012 | H=2.41e-05 | 1313.7 steps/s | 0.76 ms/step | ETA: 12063.0 min
Step 49250000/1000000000 | t=4.93e-01 | T=7340.9 | a=1.000012 | H=2.41e-05 | 1313.5 steps/s | 0.76 ms/step | ETA: 12064.2 min
Step 49300000/1000000000 | t=4.93e-01 | T=7340.9 | a=1.000012 | H=2.41e-05 | 1313.2 steps/s | 0.76 ms/step | ETA: 12065.8 min
Step 49350000/1000000000 | t=4.94e-01 | T=7340.9 | a=1.000012 | H=2.41e-05 | 1313.0 steps/s | 0.76 ms/step | ETA: 12066.9 min
Step 49400000/1000000000 | t=4.94e-01 | T=7340.9 | a=1.000012 | H=2.41e-05 | 1312.8 steps/s | 0.76 ms/step | ETA: 12068.1 min
Step 49450000/1000000000 | t=4.95e-01 | T=7340.9 | a=1.000012 | H=2.41e-05 | 1312.6 steps/s | 0.76 ms/step | ETA: 12069.4 min
Step 49500000/1000000000 | t=4.95e-01 | T=7340.9 | a=1.000012 | H=2.41e-05 | 1312.4 steps/s | 0.76 ms/step | ETA: 12070.5 min
Step 49550000/1000000000 | t=4.96e-01 | T=7340.9 | a=1.000012 | H=2.41e-05 | 1312.2 steps/s | 0.76 ms/step | ETA: 12071.7 min
Step 49600000/1000000000 | t=4.96e-01 | T=7340.9 | a=1.000012 | H=2.41e-05 | 1312.0 steps/s | 0.76 ms/step | ETA: 12072.8 min
Step 49650000/1000000000 | t=4.97e-01 | T=7340.9 | a=1.000012 | H=2.41e-05 | 1311.8 steps/s | 0.76 ms/step | ETA: 12074.0 min
Step 49700000/1000000000 | t=4.97e-01 | T=7340.9 | a=1.000012 | H=2.41e-05 | 1311.6 steps/s | 0.76 ms/step | ETA: 12075.1 min
Step 49750000/1000000000 | t=4.98e-01 | T=7340.9 | a=1.000012 | H=2.41e-05 | 1311.4 steps/s | 0.76 ms/step | ETA: 12076.4 min
Step 49800000/1000000000 | t=4.98e-01 | T=7340.9 | a=1.000012 | H=2.41e-05 | 1311.3 steps/s | 0.76 ms/step | ETA: 12077.5 min
Step 49850000/1000000000 | t=4.99e-01 | T=7340.9 | a=1.000012 | H=2.41e-05 | 1311.1 steps/s | 0.76 ms/step | ETA: 12078.7 min
Step 49900000/1000000000 | t=4.99e-01 | T=7340.9 | a=1.000012 | H=2.41e-05 | 1310.9 steps/s | 0.76 ms/step | ETA: 12079.8 min
Step 49950000/1000000000 | t=5.00e-01 | T=7340.9 | a=1.000012 | H=2.41e-05 | 1310.7 steps/s | 0.76 ms/step | ETA: 12081.0 min
Step 50000000/1000000000 | t=5.00e-01 | T=7340.9 | a=1.000012 | H=2.41e-05 | 1310.5 steps/s | 0.76 ms/step | ETA: 12082.2 min
Step 50050000/1000000000 | t=5.01e-01 | T=7340.9 | a=1.000012 | H=2.41e-05 | 1310.3 steps/s | 0.76 ms/step | ETA: 12083.3 min
Step 50100000/1000000000 | t=5.01e-01 | T=7340.9 | a=1.000012 | H=2.41e-05 | 1310.0 steps/s | 0.76 ms/step | ETA: 12084.8 min
Step 50150000/1000000000 | t=5.02e-01 | T=7340.9 | a=1.000012 | H=2.41e-05 | 1309.8 steps/s | 0.76 ms/step | ETA: 12086.2 min
Step 50200000/1000000000 | t=5.02e-01 | T=7340.9 | a=1.000012 | H=2.41e-05 | 1309.6 steps/s | 0.76 ms/step | ETA: 12087.4 min
Step 50250000/1000000000 | t=5.03e-01 | T=7340.9 | a=1.000012 | H=2.41e-05 | 1309.4 steps/s | 0.76 ms/step | ETA: 12088.7 min
Step 50300000/1000000000 | t=5.03e-01 | T=7340.9 | a=1.000012 | H=2.41e-05 | 1309.2 steps/s | 0.76 ms/step | ETA: 12089.9 min
Step 50350000/1000000000 | t=5.04e-01 | T=7340.9 | a=1.000012 | H=2.41e-05 | 1309.0 steps/s | 0.76 ms/step | ETA: 12091.0 min
Step 50400000/1000000000 | t=5.04e-01 | T=7340.9 | a=1.000012 | H=2.41e-05 | 1308.9 steps/s | 0.76 ms/step | ETA: 12092.0 min
Step 50450000/1000000000 | t=5.05e-01 | T=7340.9 | a=1.000012 | H=2.41e-05 | 1308.7 steps/s | 0.76 ms/step | ETA: 12093.0 min
Step 50500000/1000000000 | t=5.05e-01 | T=7340.9 | a=1.000012 | H=2.41e-05 | 1308.5 steps/s | 0.76 ms/step | ETA: 12094.1 min
Step 50550000/1000000000 | t=5.06e-01 | T=7340.9 | a=1.000012 | H=2.41e-05 | 1308.3 steps/s | 0.76 ms/step | ETA: 12095.0 min
Step 50600000/1000000000 | t=5.06e-01 | T=7340.9 | a=1.000012 | H=2.41e-05 | 1308.1 steps/s | 0.76 ms/step | ETA: 12096.0 min
Step 50650000/1000000000 | t=5.07e-01 | T=7340.9 | a=1.000012 | H=2.41e-05 | 1308.0 steps/s | 0.76 ms/step | ETA: 12097.1 min
Step 50700000/1000000000 | t=5.07e-01 | T=7340.9 | a=1.000012 | H=2.41e-05 | 1307.7 steps/s | 0.76 ms/step | ETA: 12098.5 min
Step 50750000/1000000000 | t=5.08e-01 | T=7340.9 | a=1.000012 | H=2.41e-05 | 1307.5 steps/s | 0.76 ms/step | ETA: 12099.7 min
Step 50800000/1000000000 | t=5.08e-01 | T=7340.9 | a=1.000012 | H=2.41e-05 | 1307.3 steps/s | 0.76 ms/step | ETA: 12101.2 min
Step 50850000/1000000000 | t=5.09e-01 | T=7340.9 | a=1.000012 | H=2.41e-05 | 1307.1 steps/s | 0.77 ms/step | ETA: 12102.1 min
Step 50900000/1000000000 | t=5.09e-01 | T=7340.9 | a=1.000012 | H=2.41e-05 | 1307.0 steps/s | 0.77 ms/step | ETA: 12103.0 min
Step 50950000/1000000000 | t=5.10e-01 | T=7340.9 | a=1.000012 | H=2.41e-05 | 1306.8 steps/s | 0.77 ms/step | ETA: 12104.0 min
Step 51000000/1000000000 | t=5.10e-01 | T=7340.9 | a=1.000012 | H=2.41e-05 | 1306.6 steps/s | 0.77 ms/step | ETA: 12105.0 min
Step 51050000/1000000000 | t=5.11e-01 | T=7340.9 | a=1.000012 | H=2.41e-05 | 1306.5 steps/s | 0.77 ms/step | ETA: 12105.9 min
Step 51100000/1000000000 | t=5.11e-01 | T=7340.9 | a=1.000012 | H=2.41e-05 | 1306.3 steps/s | 0.77 ms/step | ETA: 12106.9 min
Step 51150000/1000000000 | t=5.12e-01 | T=7340.9 | a=1.000012 | H=2.41e-05 | 1306.1 steps/s | 0.77 ms/step | ETA: 12108.2 min
Step 51200000/1000000000 | t=5.12e-01 | T=7340.9 | a=1.000012 | H=2.41e-05 | 1305.9 steps/s | 0.77 ms/step | ETA: 12109.5 min
Step 51250000/1000000000 | t=5.12e-01 | T=7340.9 | a=1.000012 | H=2.41e-05 | 1305.7 steps/s | 0.77 ms/step | ETA: 12110.8 min
Step 51300000/1000000000 | t=5.13e-01 | T=7340.9 | a=1.000012 | H=2.41e-05 | 1305.5 steps/s | 0.77 ms/step | ETA: 12112.0 min
Step 51350000/1000000000 | t=5.13e-01 | T=7340.9 | a=1.000012 | H=2.41e-05 | 1305.2 steps/s | 0.77 ms/step | ETA: 12113.3 min
Step 51400000/1000000000 | t=5.14e-01 | T=7340.9 | a=1.000012 | H=2.41e-05 | 1305.1 steps/s | 0.77 ms/step | ETA: 12114.5 min
Step 51450000/1000000000 | t=5.14e-01 | T=7340.9 | a=1.000012 | H=2.41e-05 | 1304.8 steps/s | 0.77 ms/step | ETA: 12116.0 min
Step 51500000/1000000000 | t=5.15e-01 | T=7340.9 | a=1.000012 | H=2.41e-05 | 1304.6 steps/s | 0.77 ms/step | ETA: 12117.8 min
Step 51550000/1000000000 | t=5.15e-01 | T=7340.9 | a=1.000012 | H=2.41e-05 | 1304.3 steps/s | 0.77 ms/step | ETA: 12119.3 min
Step 51600000/1000000000 | t=5.16e-01 | T=7340.9 | a=1.000012 | H=2.41e-05 | 1304.1 steps/s | 0.77 ms/step | ETA: 12120.5 min
Step 51650000/1000000000 | t=5.16e-01 | T=7340.9 | a=1.000012 | H=2.41e-05 | 1303.9 steps/s | 0.77 ms/step | ETA: 12121.8 min
Step 51700000/1000000000 | t=5.17e-01 | T=7340.9 | a=1.000012 | H=2.41e-05 | 1303.7 steps/s | 0.77 ms/step | ETA: 12123.1 min
Step 51750000/1000000000 | t=5.17e-01 | T=7340.9 | a=1.000012 | H=2.41e-05 | 1303.5 steps/s | 0.77 ms/step | ETA: 12124.2 min
Step 51800000/1000000000 | t=5.18e-01 | T=7340.9 | a=1.000012 | H=2.41e-05 | 1303.3 steps/s | 0.77 ms/step | ETA: 12125.4 min
Step 51850000/1000000000 | t=5.18e-01 | T=7340.9 | a=1.000012 | H=2.41e-05 | 1303.1 steps/s | 0.77 ms/step | ETA: 12126.5 min
Step 51900000/1000000000 | t=5.19e-01 | T=7340.9 | a=1.000012 | H=2.41e-05 | 1303.0 steps/s | 0.77 ms/step | ETA: 12127.5 min
Step 51950000/1000000000 | t=5.19e-01 | T=7340.9 | a=1.000012 | H=2.41e-05 | 1302.8 steps/s | 0.77 ms/step | ETA: 12128.6 min
Step 52000000/1000000000 | t=5.20e-01 | T=7340.9 | a=1.000013 | H=2.41e-05 | 1302.6 steps/s | 0.77 ms/step | ETA: 12129.6 min
Step 52050000/1000000000 | t=5.20e-01 | T=7340.9 | a=1.000013 | H=2.41e-05 | 1302.4 steps/s | 0.77 ms/step | ETA: 12130.6 min
Step 52100000/1000000000 | t=5.21e-01 | T=7340.9 | a=1.000013 | H=2.41e-05 | 1302.3 steps/s | 0.77 ms/step | ETA: 12131.5 min
Step 52150000/1000000000 | t=5.21e-01 | T=7340.9 | a=1.000013 | H=2.41e-05 | 1302.1 steps/s | 0.77 ms/step | ETA: 12132.7 min
Step 52200000/1000000000 | t=5.22e-01 | T=7340.9 | a=1.000013 | H=2.41e-05 | 1301.9 steps/s | 0.77 ms/step | ETA: 12133.6 min
Step 52250000/1000000000 | t=5.22e-01 | T=7340.9 | a=1.000013 | H=2.41e-05 | 1301.7 steps/s | 0.77 ms/step | ETA: 12134.5 min
Step 52300000/1000000000 | t=5.23e-01 | T=7340.9 | a=1.000013 | H=2.41e-05 | 1301.6 steps/s | 0.77 ms/step | ETA: 12135.5 min
Step 52350000/1000000000 | t=5.23e-01 | T=7340.9 | a=1.000013 | H=2.41e-05 | 1301.4 steps/s | 0.77 ms/step | ETA: 12136.6 min
Step 52400000/1000000000 | t=5.24e-01 | T=7340.9 | a=1.000013 | H=2.41e-05 | 1301.2 steps/s | 0.77 ms/step | ETA: 12137.6 min
Step 52450000/1000000000 | t=5.24e-01 | T=7340.9 | a=1.000013 | H=2.41e-05 | 1301.0 steps/s | 0.77 ms/step | ETA: 12138.6 min
Step 52500000/1000000000 | t=5.25e-01 | T=7340.9 | a=1.000013 | H=2.41e-05 | 1300.8 steps/s | 0.77 ms/step | ETA: 12139.6 min
Step 52550000/1000000000 | t=5.25e-01 | T=7340.9 | a=1.000013 | H=2.41e-05 | 1300.6 steps/s | 0.77 ms/step | ETA: 12141.1 min
Step 52600000/1000000000 | t=5.26e-01 | T=7340.9 | a=1.000013 | H=2.41e-05 | 1300.4 steps/s | 0.77 ms/step | ETA: 12142.6 min
Step 52650000/1000000000 | t=5.26e-01 | T=7340.9 | a=1.000013 | H=2.41e-05 | 1300.1 steps/s | 0.77 ms/step | ETA: 12144.1 min
Step 52700000/1000000000 | t=5.27e-01 | T=7340.9 | a=1.000013 | H=2.41e-05 | 1299.9 steps/s | 0.77 ms/step | ETA: 12146.2 min
Step 52750000/1000000000 | t=5.27e-01 | T=7340.9 | a=1.000013 | H=2.41e-05 | 1299.6 steps/s | 0.77 ms/step | ETA: 12147.8 min
Step 52800000/1000000000 | t=5.28e-01 | T=7340.9 | a=1.000013 | H=2.41e-05 | 1299.4 steps/s | 0.77 ms/step | ETA: 12149.3 min
Step 52850000/1000000000 | t=5.28e-01 | T=7340.9 | a=1.000013 | H=2.41e-05 | 1299.1 steps/s | 0.77 ms/step | ETA: 12151.0 min
Step 52900000/1000000000 | t=5.29e-01 | T=7340.9 | a=1.000013 | H=2.41e-05 | 1298.9 steps/s | 0.77 ms/step | ETA: 12152.5 min
Step 52950000/1000000000 | t=5.29e-01 | T=7340.9 | a=1.000013 | H=2.41e-05 | 1298.7 steps/s | 0.77 ms/step | ETA: 12154.1 min
Step 53000000/1000000000 | t=5.30e-01 | T=7340.9 | a=1.000013 | H=2.41e-05 | 1298.6 steps/s | 0.77 ms/step | ETA: 12154.4 min
Step 53050000/1000000000 | t=5.30e-01 | T=7340.9 | a=1.000013 | H=2.41e-05 | 1298.5 steps/s | 0.77 ms/step | ETA: 12154.0 min
Step 53100000/1000000000 | t=5.31e-01 | T=7340.9 | a=1.000013 | H=2.41e-05 | 1298.5 steps/s | 0.77 ms/step | ETA: 12153.7 min
Step 53150000/1000000000 | t=5.31e-01 | T=7340.9 | a=1.000013 | H=2.41e-05 | 1298.5 steps/s | 0.77 ms/step | ETA: 12153.3 min
Step 53200000/1000000000 | t=5.32e-01 | T=7340.9 | a=1.000013 | H=2.41e-05 | 1298.5 steps/s | 0.77 ms/step | ETA: 12152.9 min
Step 53250000/1000000000 | t=5.32e-01 | T=7340.9 | a=1.000013 | H=2.41e-05 | 1298.4 steps/s | 0.77 ms/step | ETA: 12152.9 min
Step 53300000/1000000000 | t=5.33e-01 | T=7340.9 | a=1.000013 | H=2.41e-05 | 1298.4 steps/s | 0.77 ms/step | ETA: 12152.2 min
Step 53350000/1000000000 | t=5.33e-01 | T=7340.9 | a=1.000013 | H=2.41e-05 | 1298.4 steps/s | 0.77 ms/step | ETA: 12151.6 min
Step 53400000/1000000000 | t=5.34e-01 | T=7340.9 | a=1.000013 | H=2.41e-05 | 1298.4 steps/s | 0.77 ms/step | ETA: 12151.0 min
Step 53450000/1000000000 | t=5.34e-01 | T=7340.9 | a=1.000013 | H=2.41e-05 | 1298.4 steps/s | 0.77 ms/step | ETA: 12150.3 min
Step 53500000/1000000000 | t=5.35e-01 | T=7340.9 | a=1.000013 | H=2.41e-05 | 1298.4 steps/s | 0.77 ms/step | ETA: 12149.4 min
Step 53550000/1000000000 | t=5.35e-01 | T=7340.9 | a=1.000013 | H=2.41e-05 | 1298.4 steps/s | 0.77 ms/step | ETA: 12148.9 min
Step 53600000/1000000000 | t=5.36e-01 | T=7340.9 | a=1.000013 | H=2.41e-05 | 1298.4 steps/s | 0.77 ms/step | ETA: 12148.4 min
Step 53650000/1000000000 | t=5.36e-01 | T=7340.9 | a=1.000013 | H=2.41e-05 | 1298.4 steps/s | 0.77 ms/step | ETA: 12147.5 min
Step 53700000/1000000000 | t=5.37e-01 | T=7340.9 | a=1.000013 | H=2.41e-05 | 1298.4 steps/s | 0.77 ms/step | ETA: 12146.8 min
Step 53750000/1000000000 | t=5.37e-01 | T=7340.9 | a=1.000013 | H=2.41e-05 | 1298.4 steps/s | 0.77 ms/step | ETA: 12146.1 min
Step 53800000/1000000000 | t=5.38e-01 | T=7340.9 | a=1.000013 | H=2.41e-05 | 1298.4 steps/s | 0.77 ms/step | ETA: 12145.6 min
Step 53850000/1000000000 | t=5.38e-01 | T=7340.9 | a=1.000013 | H=2.41e-05 | 1298.4 steps/s | 0.77 ms/step | ETA: 12145.1 min
