Step 0/1000000 | t=0.00e+00 | T=15000.0 | a=1.000000 | H=2.41e-05 | 2.1 steps/s | 486.86 ms/step | ETA: 8114.4 min

*** phi threshold exceeded: max|phi|=10118.0 > 10000.0
*** Switching to dense snapshots: every 100 steps

Step 69400/1000000 | t=6.94e+00 | T=14997.5 | a=1.000167 | H=2.41e-05 | 13.1 steps/s | 76.24 ms/step | ETA: 1182.4 min
Step 69500/1000000 | t=6.95e+00 | T=14997.5 | a=1.000167 | H=2.41e-05 | 13.1 steps/s | 76.24 ms/step | ETA: 1182.4 min
Step 69600/1000000 | t=6.96e+00 | T=14997.5 | a=1.000167 | H=2.41e-05 | 13.1 steps/s | 76.24 ms/step | ETA: 1182.2 min
Step 69700/1000000 | t=6.97e+00 | T=14997.5 | a=1.000168 | H=2.41e-05 | 13.1 steps/s | 76.23 ms/step | ETA: 1182.0 min
Step 69800/1000000 | t=6.98e+00 | T=14997.5 | a=1.000168 | H=2.41e-05 | 13.1 steps/s | 76.23 ms/step | ETA: 1181.9 min
Step 69900/1000000 | t=6.99e+00 | T=14997.5 | a=1.000168 | H=2.41e-05 | 13.1 steps/s | 76.23 ms/step | ETA: 1181.7 min
Step 70000/1000000 | t=7.00e+00 | T=14997.5 | a=1.000168 | H=2.41e-05 | 13.1 steps/s | 76.23 ms/step | ETA: 1181.5 min
Step 70100/1000000 | t=7.01e+00 | T=14997.5 | a=1.000169 | H=2.41e-05 | 13.1 steps/s | 76.22 ms/step | ETA: 1181.3 min
Step 70200/1000000 | t=7.02e+00 | T=14997.5 | a=1.000169 | H=2.41e-05 | 13.1 steps/s | 76.22 ms/step | ETA: 1181.1 min
Step 70300/1000000 | t=7.03e+00 | T=14997.5 | a=1.000169 | H=2.41e-05 | 13.1 steps/s | 76.22 ms/step | ETA: 1181.1 min
Step 70400/1000000 | t=7.04e+00 | T=14997.5 | a=1.000169 | H=2.41e-05 | 13.1 steps/s | 76.22 ms/step | ETA: 1180.9 min
Step 70500/1000000 | t=7.05e+00 | T=14997.5 | a=1.000170 | H=2.41e-05 | 13.1 steps/s | 76.22 ms/step | ETA: 1180.7 min
Step 70600/1000000 | t=7.06e+00 | T=14997.5 | a=1.000170 | H=2.41e-05 | 13.1 steps/s | 76.22 ms/step | ETA: 1180.6 min
Step 70700/1000000 | t=7.07e+00 | T=14997.4 | a=1.000170 | H=2.41e-05 | 13.1 steps/s | 76.22 ms/step | ETA: 1180.5 min
Step 70800/1000000 | t=7.08e+00 | T=14997.4 | a=1.000170 | H=2.41e-05 | 13.1 steps/s | 76.22 ms/step | ETA: 1180.5 min
Step 70900/1000000 | t=7.09e+00 | T=14997.4 | a=1.000171 | H=2.41e-05 | 13.1 steps/s | 76.22 ms/step | ETA: 1180.3 min
Step 71000/1000000 | t=7.10e+00 | T=14997.4 | a=1.000171 | H=2.41e-05 | 13.1 steps/s | 76.22 ms/step | ETA: 1180.1 min
Step 71100/1000000 | t=7.11e+00 | T=14997.4 | a=1.000171 | H=2.41e-05 | 13.1 steps/s | 76.22 ms/step | ETA: 1180.0 min
Step 71200/1000000 | t=7.12e+00 | T=14997.4 | a=1.000171 | H=2.41e-05 | 13.1 steps/s | 76.21 ms/step | ETA: 1179.8 min
Step 71300/1000000 | t=7.13e+00 | T=14997.4 | a=1.000172 | H=2.41e-05 | 13.1 steps/s | 76.21 ms/step | ETA: 1179.6 min
Step 71400/1000000 | t=7.14e+00 | T=14997.4 | a=1.000172 | H=2.41e-05 | 13.1 steps/s | 76.21 ms/step | ETA: 1179.4 min
Step 71500/1000000 | t=7.15e+00 | T=14997.4 | a=1.000172 | H=2.41e-05 | 13.1 steps/s | 76.20 ms/step | ETA: 1179.2 min
Step 71600/1000000 | t=7.16e+00 | T=14997.4 | a=1.000172 | H=2.41e-05 | 13.1 steps/s | 76.20 ms/step | ETA: 1179.1 min
Step 71700/1000000 | t=7.17e+00 | T=14997.4 | a=1.000173 | H=2.41e-05 | 13.1 steps/s | 76.20 ms/step | ETA: 1179.0 min
Step 71800/1000000 | t=7.18e+00 | T=14997.4 | a=1.000173 | H=2.41e-05 | 13.1 steps/s | 76.20 ms/step | ETA: 1178.8 min
Step 71900/1000000 | t=7.19e+00 | T=14997.4 | a=1.000173 | H=2.41e-05 | 13.1 steps/s | 76.21 ms/step | ETA: 1178.8 min
Step 72000/1000000 | t=7.20e+00 | T=14997.4 | a=1.000173 | H=2.41e-05 | 13.1 steps/s | 76.21 ms/step | ETA: 1178.7 min
Step 72100/1000000 | t=7.21e+00 | T=14997.4 | a=1.000173 | H=2.41e-05 | 13.1 steps/s | 76.21 ms/step | ETA: 1178.5 min
Step 72200/1000000 | t=7.22e+00 | T=14997.4 | a=1.000174 | H=2.41e-05 | 13.1 steps/s | 76.20 ms/step | ETA: 1178.4 min
Step 72300/1000000 | t=7.23e+00 | T=14997.4 | a=1.000174 | H=2.41e-05 | 13.1 steps/s | 76.20 ms/step | ETA: 1178.2 min
Step 72400/1000000 | t=7.24e+00 | T=14997.4 | a=1.000174 | H=2.41e-05 | 13.1 steps/s | 76.20 ms/step | ETA: 1178.0 min
Step 72500/1000000 | t=7.25e+00 | T=14997.4 | a=1.000174 | H=2.41e-05 | 13.1 steps/s | 76.20 ms/step | ETA: 1177.9 min
Step 72600/1000000 | t=7.26e+00 | T=14997.4 | a=1.000175 | H=2.41e-05 | 13.1 steps/s | 76.20 ms/step | ETA: 1177.8 min
Step 72700/1000000 | t=7.27e+00 | T=14997.4 | a=1.000175 | H=2.41e-05 | 13.1 steps/s | 76.20 ms/step | ETA: 1177.7 min
Step 72800/1000000 | t=7.28e+00 | T=14997.4 | a=1.000175 | H=2.41e-05 | 13.1 steps/s | 76.22 ms/step | ETA: 1177.8 min
Step 72900/1000000 | t=7.29e+00 | T=14997.4 | a=1.000175 | H=2.41e-05 | 13.1 steps/s | 76.22 ms/step | ETA: 1177.7 min
Step 73000/1000000 | t=7.30e+00 | T=14997.4 | a=1.000176 | H=2.41e-05 | 13.1 steps/s | 76.22 ms/step | ETA: 1177.6 min
Step 73100/1000000 | t=7.31e+00 | T=14997.4 | a=1.000176 | H=2.41e-05 | 13.1 steps/s | 76.21 ms/step | ETA: 1177.4 min
Step 73200/1000000 | t=7.32e+00 | T=14997.4 | a=1.000176 | H=2.41e-05 | 13.1 steps/s | 76.21 ms/step | ETA: 1177.2 min
Step 73300/1000000 | t=7.33e+00 | T=14997.4 | a=1.000176 | H=2.41e-05 | 13.1 steps/s | 76.21 ms/step | ETA: 1177.0 min
Step 73400/1000000 | t=7.34e+00 | T=14997.4 | a=1.000177 | H=2.41e-05 | 13.1 steps/s | 76.20 ms/step | ETA: 1176.8 min
Step 73500/1000000 | t=7.35e+00 | T=14997.3 | a=1.000177 | H=2.41e-05 | 13.1 steps/s | 76.21 ms/step | ETA: 1176.8 min
Step 73600/1000000 | t=7.36e+00 | T=14997.3 | a=1.000177 | H=2.41e-05 | 13.1 steps/s | 76.21 ms/step | ETA: 1176.6 min
Step 73700/1000000 | t=7.37e+00 | T=14997.3 | a=1.000177 | H=2.41e-05 | 13.1 steps/s | 76.20 ms/step | ETA: 1176.5 min
Step 73800/1000000 | t=7.38e+00 | T=14997.3 | a=1.000178 | H=2.41e-05 | 13.1 steps/s | 76.20 ms/step | ETA: 1176.3 min
Step 73900/1000000 | t=7.39e+00 | T=14997.3 | a=1.000178 | H=2.41e-05 | 13.1 steps/s | 76.20 ms/step | ETA: 1176.2 min
Step 74000/1000000 | t=7.40e+00 | T=14997.3 | a=1.000178 | H=2.41e-05 | 13.1 steps/s | 76.20 ms/step | ETA: 1176.0 min
Step 74100/1000000 | t=7.41e+00 | T=14997.3 | a=1.000178 | H=2.41e-05 | 13.1 steps/s | 76.20 ms/step | ETA: 1175.8 min
Step 74200/1000000 | t=7.42e+00 | T=14997.3 | a=1.000179 | H=2.41e-05 | 13.1 steps/s | 76.19 ms/step | ETA: 1175.7 min
Step 74300/1000000 | t=7.43e+00 | T=14997.3 | a=1.000179 | H=2.41e-05 | 13.1 steps/s | 76.20 ms/step | ETA: 1175.7 min
Step 74400/1000000 | t=7.44e+00 | T=14997.3 | a=1.000179 | H=2.41e-05 | 13.1 steps/s | 76.20 ms/step | ETA: 1175.6 min
Step 74500/1000000 | t=7.45e+00 | T=14997.3 | a=1.000179 | H=2.41e-05 | 13.1 steps/s | 76.20 ms/step | ETA: 1175.4 min
Step 74600/1000000 | t=7.46e+00 | T=14997.3 | a=1.000179 | H=2.41e-05 | 13.1 steps/s | 76.20 ms/step | ETA: 1175.2 min
Step 74700/1000000 | t=7.47e+00 | T=14997.3 | a=1.000180 | H=2.41e-05 | 13.1 steps/s | 76.19 ms/step | ETA: 1175.0 min
Step 74800/1000000 | t=7.48e+00 | T=14997.3 | a=1.000180 | H=2.41e-05 | 13.1 steps/s | 76.19 ms/step | ETA: 1174.9 min
Step 74900/1000000 | t=7.49e+00 | T=14997.3 | a=1.000180 | H=2.41e-05 | 13.1 steps/s | 76.19 ms/step | ETA: 1174.8 min
Step 75000/1000000 | t=7.50e+00 | T=14997.3 | a=1.000180 | H=2.41e-05 | 13.1 steps/s | 76.19 ms/step | ETA: 1174.6 min
Step 75100/1000000 | t=7.51e+00 | T=14997.3 | a=1.000181 | H=2.41e-05 | 13.1 steps/s | 76.19 ms/step | ETA: 1174.5 min
Step 75200/1000000 | t=7.52e+00 | T=14997.3 | a=1.000181 | H=2.41e-05 | 13.1 steps/s | 76.19 ms/step | ETA: 1174.4 min
Step 75300/1000000 | t=7.53e+00 | T=14997.3 | a=1.000181 | H=2.41e-05 | 13.1 steps/s | 76.19 ms/step | ETA: 1174.3 min
Step 75400/1000000 | t=7.54e+00 | T=14997.3 | a=1.000181 | H=2.41e-05 | 13.1 steps/s | 76.19 ms/step | ETA: 1174.1 min
Step 75500/1000000 | t=7.55e+00 | T=14997.3 | a=1.000182 | H=2.41e-05 | 13.1 steps/s | 76.19 ms/step | ETA: 1174.0 min
Step 75600/1000000 | t=7.56e+00 | T=14997.3 | a=1.000182 | H=2.41e-05 | 13.1 steps/s | 76.19 ms/step | ETA: 1173.8 min
Step 75700/1000000 | t=7.57e+00 | T=14997.3 | a=1.000182 | H=2.41e-05 | 13.1 steps/s | 76.19 ms/step | ETA: 1173.6 min
Step 75800/1000000 | t=7.58e+00 | T=14997.3 | a=1.000182 | H=2.41e-05 | 13.1 steps/s | 76.19 ms/step | ETA: 1173.5 min
Step 75900/1000000 | t=7.59e+00 | T=14997.3 | a=1.000183 | H=2.41e-05 | 13.1 steps/s | 76.21 ms/step | ETA: 1173.7 min
Step 76000/1000000 | t=7.60e+00 | T=14997.3 | a=1.000183 | H=2.41e-05 | 13.1 steps/s | 76.21 ms/step | ETA: 1173.6 min
Step 76100/1000000 | t=7.61e+00 | T=14997.3 | a=1.000183 | H=2.41e-05 | 13.1 steps/s | 76.21 ms/step | ETA: 1173.4 min
Step 76200/1000000 | t=7.62e+00 | T=14997.3 | a=1.000183 | H=2.41e-05 | 13.1 steps/s | 76.21 ms/step | ETA: 1173.3 min
Step 76300/1000000 | t=7.63e+00 | T=14997.2 | a=1.000184 | H=2.41e-05 | 13.1 steps/s | 76.20 ms/step | ETA: 1173.2 min
Step 76400/1000000 | t=7.64e+00 | T=14997.2 | a=1.000184 | H=2.41e-05 | 13.1 steps/s | 76.20 ms/step | ETA: 1173.0 min
Step 76500/1000000 | t=7.65e+00 | T=14997.2 | a=1.000184 | H=2.41e-05 | 13.1 steps/s | 76.20 ms/step | ETA: 1172.8 min
Step 76600/1000000 | t=7.66e+00 | T=14997.2 | a=1.000184 | H=2.41e-05 | 13.1 steps/s | 76.20 ms/step | ETA: 1172.7 min
Step 76700/1000000 | t=7.67e+00 | T=14997.2 | a=1.000185 | H=2.41e-05 | 13.1 steps/s | 76.20 ms/step | ETA: 1172.6 min
Step 76800/1000000 | t=7.68e+00 | T=14997.2 | a=1.000185 | H=2.41e-05 | 13.1 steps/s | 76.20 ms/step | ETA: 1172.5 min
Step 76900/1000000 | t=7.69e+00 | T=14997.2 | a=1.000185 | H=2.41e-05 | 13.1 steps/s | 76.20 ms/step | ETA: 1172.4 min
Step 77000/1000000 | t=7.70e+00 | T=14997.2 | a=1.000185 | H=2.41e-05 | 13.1 steps/s | 76.20 ms/step | ETA: 1172.3 min
Step 77100/1000000 | t=7.71e+00 | T=14997.2 | a=1.000185 | H=2.41e-05 | 13.1 steps/s | 76.20 ms/step | ETA: 1172.1 min
Step 77200/1000000 | t=7.72e+00 | T=14997.2 | a=1.000186 | H=2.41e-05 | 13.1 steps/s | 76.20 ms/step | ETA: 1172.0 min
Step 77300/1000000 | t=7.73e+00 | T=14997.2 | a=1.000186 | H=2.41e-05 | 13.1 steps/s | 76.20 ms/step | ETA: 1171.8 min
Step 77400/1000000 | t=7.74e+00 | T=14997.2 | a=1.000186 | H=2.41e-05 | 13.1 steps/s | 76.20 ms/step | ETA: 1171.7 min
Step 77500/1000000 | t=7.75e+00 | T=14997.2 | a=1.000186 | H=2.41e-05 | 13.1 steps/s | 76.20 ms/step | ETA: 1171.6 min
Step 77600/1000000 | t=7.76e+00 | T=14997.2 | a=1.000187 | H=2.41e-05 | 13.1 steps/s | 76.20 ms/step | ETA: 1171.4 min
Step 77700/1000000 | t=7.77e+00 | T=14997.2 | a=1.000187 | H=2.41e-05 | 13.1 steps/s | 76.20 ms/step | ETA: 1171.3 min
Step 77800/1000000 | t=7.78e+00 | T=14997.2 | a=1.000187 | H=2.41e-05 | 13.1 steps/s | 76.20 ms/step | ETA: 1171.2 min
Step 77900/1000000 | t=7.79e+00 | T=14997.2 | a=1.000187 | H=2.41e-05 | 13.1 steps/s | 76.20 ms/step | ETA: 1171.0 min
Step 78000/1000000 | t=7.80e+00 | T=14997.2 | a=1.000188 | H=2.41e-05 | 13.1 steps/s | 76.19 ms/step | ETA: 1170.8 min
Step 78100/1000000 | t=7.81e+00 | T=14997.2 | a=1.000188 | H=2.41e-05 | 13.1 steps/s | 76.19 ms/step | ETA: 1170.7 min
Step 78200/1000000 | t=7.82e+00 | T=14997.2 | a=1.000188 | H=2.41e-05 | 13.1 steps/s | 76.19 ms/step | ETA: 1170.6 min
Step 78300/1000000 | t=7.83e+00 | T=14997.2 | a=1.000188 | H=2.41e-05 | 13.1 steps/s | 76.19 ms/step | ETA: 1170.5 min
Step 78400/1000000 | t=7.84e+00 | T=14997.2 | a=1.000189 | H=2.41e-05 | 13.1 steps/s | 76.19 ms/step | ETA: 1170.3 min
Step 78500/1000000 | t=7.85e+00 | T=14997.2 | a=1.000189 | H=2.41e-05 | 13.1 steps/s | 76.19 ms/step | ETA: 1170.2 min
Step 78600/1000000 | t=7.86e+00 | T=14997.2 | a=1.000189 | H=2.41e-05 | 13.1 steps/s | 76.19 ms/step | ETA: 1170.0 min
Step 78700/1000000 | t=7.87e+00 | T=14997.2 | a=1.000189 | H=2.41e-05 | 13.1 steps/s | 76.19 ms/step | ETA: 1169.8 min
Step 78800/1000000 | t=7.88e+00 | T=14997.2 | a=1.000190 | H=2.41e-05 | 13.1 steps/s | 76.19 ms/step | ETA: 1169.7 min
Step 78900/1000000 | t=7.89e+00 | T=14997.2 | a=1.000190 | H=2.41e-05 | 13.1 steps/s | 76.18 ms/step | ETA: 1169.5 min
Step 79000/1000000 | t=7.90e+00 | T=14997.1 | a=1.000190 | H=2.41e-05 | 13.1 steps/s | 76.19 ms/step | ETA: 1169.5 min
Step 79100/1000000 | t=7.91e+00 | T=14997.1 | a=1.000190 | H=2.41e-05 | 13.1 steps/s | 76.19 ms/step | ETA: 1169.3 min
Step 79200/1000000 | t=7.92e+00 | T=14997.1 | a=1.000191 | H=2.41e-05 | 13.1 steps/s | 76.18 ms/step | ETA: 1169.1 min
Step 79300/1000000 | t=7.93e+00 | T=14997.1 | a=1.000191 | H=2.41e-05 | 13.1 steps/s | 76.18 ms/step | ETA: 1169.0 min
Step 79400/1000000 | t=7.94e+00 | T=14997.1 | a=1.000191 | H=2.41e-05 | 13.1 steps/s | 76.18 ms/step | ETA: 1168.8 min
Step 79500/1000000 | t=7.95e+00 | T=14997.1 | a=1.000191 | H=2.41e-05 | 13.1 steps/s | 76.18 ms/step | ETA: 1168.7 min
Step 79600/1000000 | t=7.96e+00 | T=14997.1 | a=1.000192 | H=2.41e-05 | 13.1 steps/s | 76.17 ms/step | ETA: 1168.5 min
Step 79700/1000000 | t=7.97e+00 | T=14997.1 | a=1.000192 | H=2.41e-05 | 13.1 steps/s | 76.17 ms/step | ETA: 1168.4 min
Step 79800/1000000 | t=7.98e+00 | T=14997.1 | a=1.000192 | H=2.41e-05 | 13.1 steps/s | 76.18 ms/step | ETA: 1168.3 min
Step 79900/1000000 | t=7.99e+00 | T=14997.1 | a=1.000192 | H=2.41e-05 | 13.1 steps/s | 76.18 ms/step | ETA: 1168.2 min
Step 80000/1000000 | t=8.00e+00 | T=14997.1 | a=1.000192 | H=2.41e-05 | 13.1 steps/s | 76.18 ms/step | ETA: 1168.0 min
Step 80100/1000000 | t=8.01e+00 | T=14997.1 | a=1.000193 | H=2.41e-05 | 13.1 steps/s | 76.18 ms/step | ETA: 1167.9 min
Step 80200/1000000 | t=8.02e+00 | T=14997.1 | a=1.000193 | H=2.41e-05 | 13.1 steps/s | 76.18 ms/step | ETA: 1167.8 min
Step 80300/1000000 | t=8.03e+00 | T=14997.1 | a=1.000193 | H=2.41e-05 | 13.1 steps/s | 76.17 ms/step | ETA: 1167.6 min
Step 80400/1000000 | t=8.04e+00 | T=14997.1 | a=1.000193 | H=2.41e-05 | 13.1 steps/s | 76.17 ms/step | ETA: 1167.4 min
Step 80500/1000000 | t=8.05e+00 | T=14997.1 | a=1.000194 | H=2.41e-05 | 13.1 steps/s | 76.17 ms/step | ETA: 1167.3 min
Step 80600/1000000 | t=8.06e+00 | T=14997.1 | a=1.000194 | H=2.41e-05 | 13.1 steps/s | 76.16 ms/step | ETA: 1167.1 min
Step 80700/1000000 | t=8.07e+00 | T=14997.1 | a=1.000194 | H=2.41e-05 | 13.1 steps/s | 76.16 ms/step | ETA: 1166.9 min
Step 80800/1000000 | t=8.08e+00 | T=14997.1 | a=1.000194 | H=2.41e-05 | 13.1 steps/s | 76.17 ms/step | ETA: 1166.9 min
Step 80900/1000000 | t=8.09e+00 | T=14997.1 | a=1.000195 | H=2.41e-05 | 13.1 steps/s | 76.17 ms/step | ETA: 1166.7 min
Step 81000/1000000 | t=8.10e+00 | T=14997.1 | a=1.000195 | H=2.41e-05 | 13.1 steps/s | 76.17 ms/step | ETA: 1166.6 min
Step 81100/1000000 | t=8.11e+00 | T=14997.1 | a=1.000195 | H=2.41e-05 | 13.1 steps/s | 76.16 ms/step | ETA: 1166.5 min
Step 81200/1000000 | t=8.12e+00 | T=14997.1 | a=1.000195 | H=2.41e-05 | 13.1 steps/s | 76.16 ms/step | ETA: 1166.3 min
Step 81300/1000000 | t=8.13e+00 | T=14997.1 | a=1.000196 | H=2.41e-05 | 13.1 steps/s | 76.16 ms/step | ETA: 1166.1 min
Step 81400/1000000 | t=8.14e+00 | T=14997.1 | a=1.000196 | H=2.41e-05 | 13.1 steps/s | 76.16 ms/step | ETA: 1166.0 min
Step 81500/1000000 | t=8.15e+00 | T=14997.1 | a=1.000196 | H=2.41e-05 | 13.1 steps/s | 76.16 ms/step | ETA: 1165.8 min
Step 81600/1000000 | t=8.16e+00 | T=14997.1 | a=1.000196 | H=2.41e-05 | 13.1 steps/s | 76.15 ms/step | ETA: 1165.7 min
Step 81700/1000000 | t=8.17e+00 | T=14997.1 | a=1.000197 | H=2.41e-05 | 13.1 steps/s | 76.15 ms/step | ETA: 1165.5 min
Step 81800/1000000 | t=8.18e+00 | T=14997.0 | a=1.000197 | H=2.41e-05 | 13.1 steps/s | 76.15 ms/step | ETA: 1165.4 min
Step 81900/1000000 | t=8.19e+00 | T=14997.0 | a=1.000197 | H=2.41e-05 | 13.1 steps/s | 76.15 ms/step | ETA: 1165.2 min
Step 82000/1000000 | t=8.20e+00 | T=14997.0 | a=1.000197 | H=2.41e-05 | 13.1 steps/s | 76.15 ms/step | ETA: 1165.1 min
Step 82100/1000000 | t=8.21e+00 | T=14997.0 | a=1.000198 | H=2.41e-05 | 13.1 steps/s | 76.15 ms/step | ETA: 1164.9 min
Step 82200/1000000 | t=8.22e+00 | T=14997.0 | a=1.000198 | H=2.41e-05 | 13.1 steps/s | 76.16 ms/step | ETA: 1165.0 min
Step 82300/1000000 | t=8.23e+00 | T=14997.0 | a=1.000198 | H=2.41e-05 | 13.1 steps/s | 76.16 ms/step | ETA: 1164.8 min
Step 82400/1000000 | t=8.24e+00 | T=14997.0 | a=1.000198 | H=2.41e-05 | 13.1 steps/s | 76.15 ms/step | ETA: 1164.6 min
Step 82500/1000000 | t=8.25e+00 | T=14997.0 | a=1.000198 | H=2.41e-05 | 13.1 steps/s | 76.15 ms/step | ETA: 1164.5 min
Step 82600/1000000 | t=8.26e+00 | T=14997.0 | a=1.000199 | H=2.41e-05 | 13.1 steps/s | 76.15 ms/step | ETA: 1164.3 min
Step 82700/1000000 | t=8.27e+00 | T=14997.0 | a=1.000199 | H=2.41e-05 | 13.1 steps/s | 76.15 ms/step | ETA: 1164.1 min
Step 82800/1000000 | t=8.28e+00 | T=14997.0 | a=1.000199 | H=2.41e-05 | 13.1 steps/s | 76.15 ms/step | ETA: 1164.0 min
Step 82900/1000000 | t=8.29e+00 | T=14997.0 | a=1.000199 | H=2.41e-05 | 13.1 steps/s | 76.14 ms/step | ETA: 1163.8 min
Step 83000/1000000 | t=8.30e+00 | T=14997.0 | a=1.000200 | H=2.41e-05 | 13.1 steps/s | 76.14 ms/step | ETA: 1163.7 min
Step 83100/1000000 | t=8.31e+00 | T=14997.0 | a=1.000200 | H=2.41e-05 | 13.1 steps/s | 76.14 ms/step | ETA: 1163.6 min
Step 83200/1000000 | t=8.32e+00 | T=14997.0 | a=1.000200 | H=2.41e-05 | 13.1 steps/s | 76.14 ms/step | ETA: 1163.4 min
Step 83300/1000000 | t=8.33e+00 | T=14997.0 | a=1.000200 | H=2.41e-05 | 13.1 steps/s | 76.14 ms/step | ETA: 1163.3 min
Step 83400/1000000 | t=8.34e+00 | T=14997.0 | a=1.000201 | H=2.41e-05 | 13.1 steps/s | 76.14 ms/step | ETA: 1163.1 min
Step 83500/1000000 | t=8.35e+00 | T=14997.0 | a=1.000201 | H=2.41e-05 | 13.1 steps/s | 76.13 ms/step | ETA: 1162.9 min
Step 83600/1000000 | t=8.36e+00 | T=14997.0 | a=1.000201 | H=2.41e-05 | 13.1 steps/s | 76.13 ms/step | ETA: 1162.8 min
Step 83700/1000000 | t=8.37e+00 | T=14997.0 | a=1.000201 | H=2.41e-05 | 13.1 steps/s | 76.13 ms/step | ETA: 1162.6 min
Step 83800/1000000 | t=8.38e+00 | T=14997.0 | a=1.000202 | H=2.41e-05 | 13.1 steps/s | 76.13 ms/step | ETA: 1162.6 min
Step 83900/1000000 | t=8.39e+00 | T=14997.0 | a=1.000202 | H=2.41e-05 | 13.1 steps/s | 76.13 ms/step | ETA: 1162.4 min
Step 84000/1000000 | t=8.40e+00 | T=14997.0 | a=1.000202 | H=2.41e-05 | 13.1 steps/s | 76.13 ms/step | ETA: 1162.2 min
Step 84100/1000000 | t=8.41e+00 | T=14997.0 | a=1.000202 | H=2.41e-05 | 13.1 steps/s | 76.12 ms/step | ETA: 1162.0 min
Step 84200/1000000 | t=8.42e+00 | T=14997.0 | a=1.000203 | H=2.41e-05 | 13.1 steps/s | 76.12 ms/step | ETA: 1161.9 min
Step 84300/1000000 | t=8.43e+00 | T=14997.0 | a=1.000203 | H=2.41e-05 | 13.1 steps/s | 76.12 ms/step | ETA: 1161.7 min
Step 84400/1000000 | t=8.44e+00 | T=14997.0 | a=1.000203 | H=2.41e-05 | 13.1 steps/s | 76.12 ms/step | ETA: 1161.6 min
Step 84500/1000000 | t=8.45e+00 | T=14997.0 | a=1.000203 | H=2.41e-05 | 13.1 steps/s | 76.12 ms/step | ETA: 1161.5 min
Step 84600/1000000 | t=8.46e+00 | T=14996.9 | a=1.000204 | H=2.41e-05 | 13.1 steps/s | 76.12 ms/step | ETA: 1161.3 min
Step 84700/1000000 | t=8.47e+00 | T=14996.9 | a=1.000204 | H=2.41e-05 | 13.1 steps/s | 76.12 ms/step | ETA: 1161.2 min
Step 84800/1000000 | t=8.48e+00 | T=14996.9 | a=1.000204 | H=2.41e-05 | 13.1 steps/s | 76.12 ms/step | ETA: 1161.0 min
Step 84900/1000000 | t=8.49e+00 | T=14996.9 | a=1.000204 | H=2.41e-05 | 13.1 steps/s | 76.11 ms/step | ETA: 1160.9 min
Step 85000/1000000 | t=8.50e+00 | T=14996.9 | a=1.000205 | H=2.41e-05 | 13.1 steps/s | 76.11 ms/step | ETA: 1160.7 min
Step 85100/1000000 | t=8.51e+00 | T=14996.9 | a=1.000205 | H=2.41e-05 | 13.1 steps/s | 76.11 ms/step | ETA: 1160.6 min
Step 85200/1000000 | t=8.52e+00 | T=14996.9 | a=1.000205 | H=2.41e-05 | 13.1 steps/s | 76.11 ms/step | ETA: 1160.4 min
Step 85300/1000000 | t=8.53e+00 | T=14996.9 | a=1.000205 | H=2.41e-05 | 13.1 steps/s | 76.10 ms/step | ETA: 1160.2 min
Step 85400/1000000 | t=8.54e+00 | T=14996.9 | a=1.000205 | H=2.41e-05 | 13.1 steps/s | 76.10 ms/step | ETA: 1160.1 min
Step 85500/1000000 | t=8.55e+00 | T=14996.9 | a=1.000206 | H=2.41e-05 | 13.1 steps/s | 76.10 ms/step | ETA: 1159.9 min
Step 85600/1000000 | t=8.56e+00 | T=14996.9 | a=1.000206 | H=2.41e-05 | 13.1 steps/s | 76.10 ms/step | ETA: 1159.7 min
Step 85700/1000000 | t=8.57e+00 | T=14996.9 | a=1.000206 | H=2.41e-05 | 13.1 steps/s | 76.09 ms/step | ETA: 1159.5 min
Step 85800/1000000 | t=8.58e+00 | T=14996.9 | a=1.000206 | H=2.41e-05 | 13.1 steps/s | 76.09 ms/step | ETA: 1159.4 min
Step 85900/1000000 | t=8.59e+00 | T=14996.9 | a=1.000207 | H=2.41e-05 | 13.1 steps/s | 76.09 ms/step | ETA: 1159.2 min
Step 86000/1000000 | t=8.60e+00 | T=14996.9 | a=1.000207 | H=2.41e-05 | 13.1 steps/s | 76.09 ms/step | ETA: 1159.1 min
Step 86100/1000000 | t=8.61e+00 | T=14996.9 | a=1.000207 | H=2.41e-05 | 13.1 steps/s | 76.09 ms/step | ETA: 1159.0 min
Step 86200/1000000 | t=8.62e+00 | T=14996.9 | a=1.000207 | H=2.41e-05 | 13.1 steps/s | 76.09 ms/step | ETA: 1158.9 min
Step 86300/1000000 | t=8.63e+00 | T=14996.9 | a=1.000208 | H=2.41e-05 | 13.1 steps/s | 76.09 ms/step | ETA: 1158.7 min
Step 86400/1000000 | t=8.64e+00 | T=14996.9 | a=1.000208 | H=2.41e-05 | 13.1 steps/s | 76.09 ms/step | ETA: 1158.6 min
Step 86500/1000000 | t=8.65e+00 | T=14996.9 | a=1.000208 | H=2.41e-05 | 13.1 steps/s | 76.09 ms/step | ETA: 1158.4 min
Step 86600/1000000 | t=8.66e+00 | T=14996.9 | a=1.000208 | H=2.41e-05 | 13.1 steps/s | 76.09 ms/step | ETA: 1158.3 min
Step 86700/1000000 | t=8.67e+00 | T=14996.9 | a=1.000209 | H=2.41e-05 | 13.1 steps/s | 76.08 ms/step | ETA: 1158.1 min
Step 86800/1000000 | t=8.68e+00 | T=14996.9 | a=1.000209 | H=2.41e-05 | 13.1 steps/s | 76.09 ms/step | ETA: 1158.0 min
